Image,True_Label,True_Label_Name,Predicted_Label,Predicted_Label_Name,Correct
175398874.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
2469928769.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1965782159.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3914443109.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1088104223.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2031835632.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3858664861.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
750060449.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3304963858.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1731589806.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3762629314.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3782909126.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
144489717.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3462014192.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
53164927.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2271999976.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
644131683.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
805711898.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
1829981265.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1632883265.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
417135798.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
96912752.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3082321986.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1455218947.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3516405434.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
560592460.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1742921296.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
1654496299.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2324363377.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2653833670.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1359200021.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
2671295882.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3720541939.jpg,2,Cassava Green Mottle (CGM),1,Cassava Brown Streak Disease (CBSD),False
2839650857.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1129442307.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2342986472.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3971124978.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1178068241.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2330146659.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
458086405.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1443532770.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
2177600106.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1710044268.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
3468766688.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2710911914.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1695222952.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
766908244.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1915195604.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
830740908.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
662783465.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1345657742.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2506070849.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1959106502.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2941244551.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
1616207760.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
976801924.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
447048984.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3999758372.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2220656958.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1025511060.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1541021369.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3174117407.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3395851593.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2538746193.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3684580496.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3245080798.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1119134814.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1660311563.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2787710566.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
83335504.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
237980030.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
753901704.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
1271039917.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
1657183324.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3315868108.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3838519719.jpg,2,Cassava Green Mottle (CGM),1,Cassava Brown Streak Disease (CBSD),False
215841447.jpg,2,Cassava Green Mottle (CGM),0,Cassava Bacterial Blight (CBB),False
1352363015.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1942589536.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1745213235.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
769621297.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1466391339.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
3474356023.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
2559464808.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2388034478.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3817468539.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
858578370.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3398785705.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2407733986.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
1792425947.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2569083558.jpg,2,Cassava Green Mottle (CGM),0,Cassava Bacterial Blight (CBB),False
4113678968.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
155945117.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1377187378.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
523005537.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1213348737.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1041922165.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1796327295.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
2816014823.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
846141770.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2763974750.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2498122689.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1306087922.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1443356256.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1712458333.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3313811273.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3180112687.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3724726021.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2002072647.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2073620456.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
427782419.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
1202113453.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
4182510325.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3396517826.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
4171468415.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
241282085.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1378311298.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2867956908.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1472883908.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1765114818.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
743999758.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1590211674.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
380002014.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
245076718.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
668811521.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1974242714.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1288225954.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3485931790.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
2279465716.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2078875826.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1295121717.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
1675424931.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2779441922.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3859028489.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3339501644.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1454998270.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2049291369.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
417083161.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1952239701.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
527458103.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
4294756187.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3623375685.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1998622752.jpg,2,Cassava Green Mottle (CGM),0,Cassava Bacterial Blight (CBB),False
1288845097.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
4076735370.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1496279708.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
1871382569.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
960202242.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3596057855.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1870594416.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
1187087973.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
4115513115.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2101219762.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
1435237849.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
325724321.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
199380974.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
3192117887.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
472300747.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3448607006.jpg,2,Cassava Green Mottle (CGM),0,Cassava Bacterial Blight (CBB),False
538938122.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
410291053.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
4137861888.jpg,2,Cassava Green Mottle (CGM),1,Cassava Brown Streak Disease (CBSD),False
2506949350.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3529904728.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2770727020.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1558263812.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
291970029.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
312082774.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1068174637.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2896377982.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3093623574.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
4255738008.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1332005593.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
1278924259.jpg,2,Cassava Green Mottle (CGM),1,Cassava Brown Streak Disease (CBSD),False
1640860200.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
2382758285.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
119354743.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
143798547.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3272887420.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3364167135.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1982042661.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3756317968.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3244382279.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
4087569473.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3772745803.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2898065590.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1431232276.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2250996072.jpg,2,Cassava Green Mottle (CGM),0,Cassava Bacterial Blight (CBB),False
3968384941.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1551899349.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
4177483982.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3057497709.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2536601960.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
20518383.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1706555718.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
379034521.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2140295414.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3268898958.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3006063417.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3231201573.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
198415673.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
1438664994.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3436107326.jpg,2,Cassava Green Mottle (CGM),1,Cassava Brown Streak Disease (CBSD),False
1620611886.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
297627784.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1264219928.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3576823132.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3046878913.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
16415174.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
777180004.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2309592212.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3485831468.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3188097509.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1112943175.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3346048761.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3813083782.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
4223800974.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
943699790.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2346225586.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2644492010.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3175131479.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
352762760.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
29130164.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1371104507.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3267434230.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
611858169.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
760863006.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2873954031.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
4110644267.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3871591664.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
157946979.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
748745239.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
320442458.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
1454379342.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3125522990.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
115438345.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2485868532.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
923718.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
4212381540.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2714659610.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
4851187.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1295166151.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3274424036.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
4166172905.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2941744909.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3108053126.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1798004899.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
698853568.jpg,2,Cassava Green Mottle (CGM),1,Cassava Brown Streak Disease (CBSD),False
807086334.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3186872066.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2560958155.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3247843719.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2058684347.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2535406918.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3683714600.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
620126996.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1036380403.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2542075685.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2753152635.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3491462483.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
78946276.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3445006321.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
635946158.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
667745883.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2784994584.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
1481314031.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1538926850.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1861343358.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1471429626.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1439711843.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
63775422.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3536918233.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
2262890028.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
365554294.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3784391347.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
495897960.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3181538657.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2034902802.jpg,2,Cassava Green Mottle (CGM),1,Cassava Brown Streak Disease (CBSD),False
2861545981.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2613045307.jpg,2,Cassava Green Mottle (CGM),1,Cassava Brown Streak Disease (CBSD),False
1017667711.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3004595340.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1803422865.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1622141266.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
658285764.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
148514131.jpg,2,Cassava Green Mottle (CGM),1,Cassava Brown Streak Disease (CBSD),False
3772064912.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3722009865.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
982426232.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2280369062.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
41404383.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1587460202.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
4068103331.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3320071514.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1962020298.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
361789228.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
2539296828.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1422459648.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
904658704.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2541215311.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2487952325.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
3089605566.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2454238262.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
2995735378.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1011602291.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1489138795.jpg,2,Cassava Green Mottle (CGM),4,Healthy,False
1468732806.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
164643516.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1171302816.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
3704646396.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
1194838492.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
3241593592.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
4252058382.jpg,2,Cassava Green Mottle (CGM),2,Cassava Green Mottle (CGM),True
3086663390.jpg,2,Cassava Green Mottle (CGM),3,Cassava Mosaic Disease (CMD),False
